0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1,1,1,1,3,1,2,1,0,0,0,0,0,0,0
5,5,5,3,5,4,5,2,0,0,1,0,0,0,0
6,4,5,2,4,3,5,2,1,0,0,0,0,0,0
3,2,1,3,3,4,3,1,0,0,0,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,4,3,6,7,7,3,1,0,0,0,0,0,0,0
6,5,5,3,6,5,5,3,2,2,1,0,0,1,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,0,0,3,2,3,0,0,0,0,0,0,0,0,0
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,1,1,0,1,0,2,1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,1,3,2,3,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,1,2,2,2,1,1,0,0,0,0,0,0
1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,2,1,2,0,0,0,0,0,0,0,0,0
1,1,0,1,2,2,1,0,0,0,0,0,0,0,0
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
